Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,6,16/02/2018 09:29:59,7324765,10,7,1063,1297,744,0,106.3,239.3574965,976,0,185.2857143,363.3963467,322.194637,2.320893571,457797.8125,1511648.14,6106281,12,7324765,813862.7778,1990498.342,6106281,24,912497,152082.8333,149633.5618,302764,2703,0,0,0,0,328,232,1.365231513,0.955662059,0,976,131.1111111,281.9949705,79521.1634,0,0,0,1,0,0,0,0,0,138.8235294,106.3,185.2857143,0,0,0,0,0,0,10,1063,7,1297,29200,222,4,32,1218460,0,1218460,1218460,6106281,0,6106281,6106281,Benign
40298,6,16/02/2018 09:30:07,928,2,0,848,0,848,0,424,599.6265504,0,0,0,0,913793.1034,2155.172414,928,0,928,928,928,928,0,928,928,0,0,0,0,0,1,0,0,0,64,0,2155.172414,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
23,6,16/02/2018 09:07:09,22,1,1,0,0,0,0,0,0,0,0,0,0,0,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,58856,0,0,20,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:29:20,112639893,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633548,56300000,23.33452378,56300000,56300000,113000000,56300000,23.33452378,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,23.33452378,56300000,56300000,Benign
22,6,16/02/2018 09:33:18,7288401,9,7,1063,1297,744,0,118.1111111,250.7670455,976,0,185.2857143,363.3963467,323.8021618,2.195268894,485893.4,1541519.88,6036846,5,7288401,911050.125,2076934.5,6036846,13,937804,156300.6667,155489.5658,302614,2588,0,0,0,0,296,232,1.234838753,0.960430141,0,976,138.8235294,288.7103296,83353.65441,0,0,0,1,0,0,0,0,0,147.5,118.1111111,185.2857143,0,0,0,0,0,0,9,1063,7,1297,29200,222,4,32,1251534,0,1251534,1251534,6036846,0,6036846,6036846,Benign
51636,6,16/02/2018 09:33:25,841,2,0,848,0,848,0,424,599.6265504,0,0,0,0,1008323.424,2378.121284,841,0,841,841,841,841,0,841,841,0,0,0,0,0,1,0,0,0,64,0,2378.121284,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:33:18,7588843,9,7,1063,1297,744,0,118.1111111,250.7670455,976,0,185.2857143,363.3963467,310.9828468,2.108358283,505922.8667,1617728.492,6333222,21,7588843,948605.375,2181274.825,6333222,21,941869,156978.1667,156292.325,303852,2678,0,0,0,0,296,232,1.185951534,0.922406749,0,976,138.8235294,288.7103296,83353.65441,0,0,0,1,0,0,0,0,0,147.5,118.1111111,185.2857143,0,0,0,0,0,0,9,1063,7,1297,29200,222,4,32,1255600,0,1255600,1255600,6333222,0,6333222,6333222,Benign
51630,6,16/02/2018 09:33:26,874,2,0,848,0,848,0,424,599.6265504,0,0,0,0,970251.7162,2288.329519,874,0,874,874,874,874,0,874,874,0,0,0,0,0,1,0,0,0,64,0,2288.329519,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
23,6,16/02/2018 09:30:25,91274251,2,2,0,0,0,0,0,0,0,0,0,0,0,0.04382397,30400000,52700000,91300000,23,91300000,91300000,0,91300000,91300000,91300000,91300000,0,91300000,91300000,0,0,0,0,40,40,0.021911985,0.021911985,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,58856,0,0,20,23,0,23,23,91300000,0,91300000,91300000,Benign
22,6,16/02/2018 09:33:30,5017533,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,699.9455709,5.181829397,200701.32,364844.2939,1691753,18,5017533,385964.0769,439650.7106,1691753,211,4712217,428383.3636,617101.4563,2037210,116,0,0,0,0,456,392,2.790215829,2.391613568,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:33:30,4531289,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,775.0553981,5.737881649,181251.56,270471.5872,1093754,12,4531289,348560.6923,296475.2723,1093754,430,4207332,382484.7273,470037.6606,1456479,47,0,0,0,0,456,392,3.08962858,2.648253069,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:33:44,3451504,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,1017.527432,7.532947955,138060.16,167989.5217,467735,16,3451504,265500.3077,156462.8902,467735,146,3133433,284857.5455,273038.0309,824168,74,0,0,0,0,456,392,4.056202745,3.47674521,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
67,17,16/02/2018 09:04:54,827,1,1,300,329,300,300,300,0,329,329,329,0,760580.4111,2418.379686,827,0,827,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1209.189843,1209.189843,300,329,309.6666667,16.74315781,280.3333333,0,0,0,0,0,0,0,0,1,464.5,300,329,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:34:46,4044008,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,868.4453641,6.429265224,161760.32,220063.3358,844218,19,4044008,311077.5385,226426.0535,844218,187,3721400,338309.0909,381012.5757,1205845,106,0,0,0,0,456,392,3.461912044,2.96735318,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:32:09,112640151,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633487,56300000,212.8391411,56300000,56300000,113000000,56300000,212.8391411,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,212.8391411,56300000,56300000,Benign
0,0,16/02/2018 09:34:58,112640394,3,0,0,0,0,0,0,0,0,0,0,0,0,0.02663343,56300000,260.2152955,56300000,56300000,113000000,56300000,260.2152955,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.02663343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,260.2152955,56300000,56300000,Benign
0,0,16/02/2018 09:37:47,112640531,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633397,56300000,43.13351365,56300000,56300000,113000000,56300000,43.13351365,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,43.13351365,56300000,56300000,Benign
23,6,16/02/2018 09:33:27,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,58856,0,0,20,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:40:36,112640713,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633354,56300000,43.13351365,56300000,56300000,113000000,56300000,43.13351365,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,43.13351365,56300000,56300000,Benign
22,6,16/02/2018 09:45:51,3555763,15,12,1239,2273,744,0,82.6,196.3691131,976,0,189.4166667,347.6425694,987.6923743,7.593306978,136760.1154,174198.9511,509580,13,3555763,253983.0714,174607.8652,509580,184,3237952,294359.2727,290942.0465,863188,56,0,0,0,0,488,392,4.218503877,3.374803101,0,976,125.4285714,269.5428817,72653.36508,0,0,0,1,0,0,0,0,0,130.0740741,82.6,189.4166667,0,0,0,0,0,0,15,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:45:53,4404241,14,12,1239,2273,744,0,88.5,202.3974574,976,0,189.4166667,347.6425694,797.4132206,5.903400836,176169.64,256762.5797,894263,11,4404241,338787.7692,277101.9255,894263,208,4087967,371633.3636,448738.3855,1248542,74,0,0,0,0,456,392,3.178754296,2.72464654,0,976,130.0740741,273.5328592,74820.22507,0,0,0,1,0,0,0,0,0,135.0769231,88.5,189.4166667,0,0,0,0,0,0,14,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:46:03,4040754,15,12,1239,2273,744,0,82.6,196.3691131,976,0,189.4166667,347.6425694,869.144719,6.681921245,155413.6154,224005.1479,766236,12,4040754,288625.2857,243562.3663,766236,64,3732779,339343.5455,391033.0901,1110303,86,0,0,0,0,488,392,3.71217847,2.969742776,0,976,125.4285714,269.5428817,72653.36508,0,0,0,1,0,0,0,0,0,130.0740741,82.6,189.4166667,0,0,0,0,0,0,15,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:43:25,112640616,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633377,56300000,115.9655121,56300000,56300000,113000000,56300000,115.9655121,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,115.9655121,56300000,56300000,Benign
22,6,16/02/2018 09:46:27,3800249,15,12,1239,2273,744,0,82.6,196.3691131,976,0,189.4166667,347.6425694,924.1499702,7.104797607,146163.4231,194520.7653,625824,11,3800249,271446.3571,200736.6903,625824,17,3484803,316800.2727,335375.4128,980183,79,0,0,0,0,488,392,3.947109781,3.157687825,0,976,125.4285714,269.5428817,72653.36508,0,0,0,1,0,0,0,0,0,130.0740741,82.6,189.4166667,0,0,0,0,0,0,15,1239,12,2273,14600,233,7,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:48:05,7024238,10,7,1063,1297,744,0,106.3,239.3574965,976,0,185.2857143,363.3963467,335.9795041,2.420191343,439014.875,1435091.324,5798894,9,7024238,780470.8889,1888163.853,5798894,31,938441,156406.8333,154899.8159,298235,2617,0,0,0,0,328,232,1.423641967,0.996549377,0,976,131.1111111,281.9949705,79521.1634,0,0,0,1,0,0,0,0,0,138.8235294,106.3,185.2857143,0,0,0,0,0,0,10,1063,7,1297,29200,222,4,32,1225312,0,1225312,1225312,5798894,0,5798894,5798894,Benign
44366,6,16/02/2018 09:48:12,864,2,0,848,0,848,0,424,599.6265504,0,0,0,0,981481.4815,2314.814815,864,0,864,864,864,864,0,864,864,0,0,0,0,0,1,0,0,0,64,0,2314.814815,0,0,848,565.3333333,489.5930283,239701.3333,0,1,0,0,1,0,0,0,0,848,424,0,0,0,0,0,0,0,2,848,0,0,233,-1,0,32,0,0,0,0,0,0,0,0,Benign
0,0,16/02/2018 09:46:14,112640697,3,0,0,0,0,0,0,0,0,0,0,0,0,0.026633358,56300000,65.76093065,56300000,56300000,113000000,56300000,65.76093065,56300000,56300000,0,0,0,0,0,0,0,0,0,0,0,0.026633358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,56300000,65.76093065,56300000,56300000,Benign
22,6,16/02/2018 09:49:41,1589632,12,12,1335,2273,744,0,111.25,213.8160318,976,0,189.4166667,347.6425694,2269.707706,15.09783396,69114.43478,89092.97634,198134,8,1589632,144512,93663.94803,223910,20,1401188,127380.7273,93423.8856,228331,83,0,0,0,0,392,392,7.548916982,7.548916982,0,976,144.32,280.6729592,78777.31,0,0,0,1,0,0,0,0,1,150.3333333,111.25,189.4166667,0,0,0,0,0,0,12,1335,12,2273,14600,233,8,32,0,0,0,0,0,0,0,0,Benign
22,6,16/02/2018 09:51:20,7460939,10,7,1063,1297,744,0,106.3,239.3574965,976,0,185.2857143,363.3963467,316.3140725,2.278533573,466308.6875,1397581.088,5666643,10,7460939,828993.2222,1824103.632,5666643,33,1490016,248336,326677.7658,852139,2631,0,0,0,0,328,232,1.340313867,0.938219707,0,976,131.1111111,281.9949705,79521.1634,0,0,0,1,0,0,0,0,0,138.8235294,106.3,185.2857143,0,0,0,0,0,0,10,1063,7,1297,29200,222,4,32,1794261,0,1794261,1794261,5666643,0,5666643,5666643,Benign
80,6,16/02/2018 01:47:24,2736,2,0,0,0,0,0,0,0,0,0,0,0,0,730.994152,2736,0,2736,2736,2736,2736,0,2736,2736,0,0,0,0,0,0,0,0,0,64,0,730.994152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,3034,2,0,0,0,0,0,0,0,0,0,0,0,0,659.1957811,3034,0,3034,3034,3034,3034,0,3034,3034,0,0,0,0,0,0,0,0,0,64,0,659.1957811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,3243,2,0,0,0,0,0,0,0,0,0,0,0,0,616.7129201,3243,0,3243,3243,3243,3243,0,3243,3243,0,0,0,0,0,0,0,0,0,64,0,616.7129201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,3580,2,0,0,0,0,0,0,0,0,0,0,0,0,558.6592179,3580,0,3580,3580,3580,3580,0,3580,3580,0,0,0,0,0,0,0,0,0,64,0,558.6592179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,3865,2,0,0,0,0,0,0,0,0,0,0,0,0,517.4644243,3865,0,3865,3865,3865,3865,0,3865,3865,0,0,0,0,0,0,0,0,0,64,0,517.4644243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,3893,2,0,0,0,0,0,0,0,0,0,0,0,0,513.7426149,3893,0,3893,3893,3893,3893,0,3893,3893,0,0,0,0,0,0,0,0,0,64,0,513.7426149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,4165,2,0,0,0,0,0,0,0,0,0,0,0,0,480.1920768,4165,0,4165,4165,4165,4165,0,4165,4165,0,0,0,0,0,0,0,0,0,64,0,480.1920768,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55714,6,16/02/2018 01:47:20,4050964,5,3,935,334,935,0,187,418.1447118,334,0,111.3333333,192.8349899,313.25877,1.974838582,578709.1429,1490376.827,3958097,10,4050964,1012741,1963820.372,3958117,30,72409,36204.5,45807.08439,68595,3814,0,0,0,0,168,104,1.234274114,0.740564468,0,935,141,317.579124,100856.5,0,0,0,0,1,0,0,0,0,158.625,187,111.3333333,0,0,0,0,0,0,5,935,3,334,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55844,6,16/02/2018 01:47:20,4052032,5,3,935,287,935,0,187,418.1447118,287,0,95.66666667,165.6995273,301.5770853,1.974318071,578861.7143,1501249.508,3983143,5,4052032,1013008,1980184.93,3983149,27,46499,23249.5,32520.54797,46245,254,0,0,0,0,168,104,1.233948794,0.740369276,0,935,135.7777778,314.3790617,98834.19444,0,0,0,0,1,0,0,0,0,152.75,187,95.66666667,0,0,0,0,0,0,5,935,3,287,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55648,6,16/02/2018 01:47:20,4054409,5,3,935,356,935,0,187,418.1447118,356,0,118.6666667,205.5366958,318.418788,1.973160577,579201.2857,1486851.429,3950464,7,4054409,1013602.25,1958341.549,3950471,21,92223,46111.5,46119.62559,78723,13500,0,0,0,0,168,104,1.23322536,0.739935216,0,935,143.4444444,319.3302018,101971.7778,0,0,0,0,1,0,0,0,0,161.375,187,118.6666667,0,0,0,0,0,0,5,935,3,356,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55848,6,16/02/2018 01:47:20,4069849,5,3,935,322,935,0,187,418.1447118,322,0,107.3333333,185.9067867,308.8566677,1.965674894,581407,1508293.895,4001609,8,4069849,1017462.25,1989565.895,4001617,21,53726,26863,37602.52441,53452,274,0,0,0,0,168,104,1.228546808,0.737128085,0,935,139.6666667,316.6914903,100293.5,0,0,0,0,1,0,0,0,0,157.125,187,107.3333333,0,0,0,0,0,0,5,935,3,322,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55828,6,16/02/2018 01:47:20,4021108,5,3,935,360,935,0,187,418.1447118,360,0,120,207.8460969,322.0505393,1.989501401,574444,1488201.37,3948998,6,4021108,1005277,1962661.394,3949005,22,60621,30310.5,42511.96679,60371,250,0,0,0,0,168,104,1.243438376,0.746063025,0,935,143.8888889,319.6656239,102186.1111,0,0,0,0,1,0,0,0,0,161.875,187,120,0,0,0,0,0,0,5,935,3,360,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55758,6,16/02/2018 01:47:20,3953431,5,3,935,359,935,0,187,418.1447118,359,0,119.6666667,207.2687466,327.3106322,2.023558777,564775.8571,1457360.119,3869343,7,3953431,988357.75,1920841.481,3869352,20,63035,31517.5,44152.45452,62738,297,0,0,0,0,168,104,1.264724236,0.758834541,0,935,143.7777778,319.5812799,102132.1944,0,0,0,0,1,0,0,0,0,161.75,187,119.6666667,0,0,0,0,0,0,5,935,3,359,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55636,6,16/02/2018 01:47:20,4055197,5,3,935,305,935,0,187,418.1447118,305,0,101.6666667,176.0918321,305.780459,1.972777155,579313.8571,1486308.242,3949474,7,4055197,1013799.25,1957459.557,3949494,20,84573,42286.5,39219.67762,70019,14554,0,0,0,0,168,104,1.232985722,0.739791433,0,935,137.7777778,315.5165518,99550.69444,0,0,0,0,1,0,0,0,0,155,187,101.6666667,0,0,0,0,0,0,5,935,3,305,219,211,1,32,0,0,0,0,0,0,0,0,Benign
